emp_no,first_name,last_name,to_date,dept_name
43217,DAIDA,Pappas,9999-01-01,Production
43217,DAIDA,Pappas,9999-01-01,Research
43222,Lenore,Angelopoulos,9999-01-01,Sales
43229,Uzi,Broomell,9999-01-01,Finance
43241,Adam,Kisuki,9999-01-01,Sales
43249,Bedrich,Vitiello,9999-01-01,Sales
43252,Christ,Kowalchuk,9999-01-01,Production
43273,Charmane,Hiltgen,9999-01-01,Development
43289,Satosi,Biran,9999-01-01,Finance
43300,Francesca,Aseltine,9999-01-01,Development
43306,Frederique,Zweizig,9999-01-01,Development
43308,Hauke,Validov,9999-01-01,Development
43318,Rasikan,Boyle,9999-01-01,Development
43348,Berry,Gonthier,9999-01-01,Production
43353,Mang,Arlazarov,9999-01-01,Development
43367,Conal,Kisuki,9999-01-01,Production
43373,Wanqing,Serov,9999-01-01,Development
43387,Fuqing,Syang,9999-01-01,Sales
43410,Pranas,Masand,9999-01-01,Research
43420,Ziya,Kolinko,9999-01-01,Finance
43423,Menkae,Michaeli,9999-01-01,Human Resources
43438,Sampalli,Zultner,9999-01-01,Marketing
43438,Sampalli,Zultner,9999-01-01,Sales
43445,Sudhanshu,Calkin,9999-01-01,Sales
43447,Lakshmi,Gente,9999-01-01,Production
43447,Lakshmi,Gente,9999-01-01,Customer Service
43448,Gilbert,Preusig,9999-01-01,Development
43461,Chiranjit,Birrer,9999-01-01,Human Resources
43487,Kristof,Ducloy,9999-01-01,Sales
43491,Barry,Kroha,9999-01-01,Production
43500,Maria,Bennis,9999-01-01,Production
43573,Jianwen,Nicolson,9999-01-01,Customer Service
43577,Torsten,Birke,9999-01-01,Production
43582,Kankanahalli,Demizu,9999-01-01,Production
43584,Houman,Pokrovskii,9999-01-01,Development
43594,Moni,Hoogerwoord,9999-01-01,Marketing
43594,Moni,Hoogerwoord,9999-01-01,Sales
43605,Boalin,Rodite,9999-01-01,Sales
43616,Conor,Montemayor,9999-01-01,Research
43624,Tokuyasu,Pesch,9999-01-01,Sales
43627,Jungsoon,Armand,9999-01-01,Production
43649,Idoia,Petersohn,9999-01-01,Marketing
43659,Aron,Pouyioutas,9999-01-01,Sales
43678,Shawna,Bernick,9999-01-01,Sales
43689,Almudena,Bugrara,9999-01-01,Sales
43691,Kazuhira,Baalen,9999-01-01,Development
43708,Zhongwei,Streng,9999-01-01,Development
43708,Zhongwei,Streng,9999-01-01,Research
43709,Mohua,Munck,9999-01-01,Sales
43727,Mats,Kilgore,9999-01-01,Production
43727,Mats,Kilgore,9999-01-01,Development
43737,Debatosh,Beerel,9999-01-01,Production
43737,Debatosh,Beerel,9999-01-01,Quality Management
43745,Temple,Thambidurai,9999-01-01,Sales
43756,Minghong,Himler,9999-01-01,Sales
43776,Xuedong,Feldhoffer,9999-01-01,Marketing
43783,Houman,Hmelo,9999-01-01,Quality Management
43806,Chenye,Fontan,9999-01-01,Human Resources
43820,Keung,Botman,9999-01-01,Human Resources
43854,Kwee,Lally,9999-01-01,Research
43878,Karoline,Furedi,9999-01-01,Quality Management
43883,Zhigen,Aseltine,9999-01-01,Research
43887,Kwan,Giveon,9999-01-01,Research
43900,Monique,Thombley,9999-01-01,Marketing
43932,Zhensheng,Seiwald,9999-01-01,Development
43941,Khatoun,Zambonelli,9999-01-01,Finance
43942,Bedir,Rassart,9999-01-01,Production
43945,Guozhong,Thisen,9999-01-01,Development
43946,Kankanahalli,Swist,9999-01-01,Development
43946,Kankanahalli,Swist,9999-01-01,Research
43948,Kwangyoen,Kroha,9999-01-01,Finance
43963,Sanjeeva,Covnot,9999-01-01,Production
43965,Syozo,Hasham,9999-01-01,Marketing
43965,Syozo,Hasham,9999-01-01,Sales
43966,Serif,Miculan,9999-01-01,Production
43983,Goa,Capobianchi,9999-01-01,Quality Management
43986,Ghassan,Haumacher,9999-01-01,Production
43996,Hiroyasu,Bodoff,9999-01-01,Production
44011,Panayotis,Karner,9999-01-01,Development
44015,Yuguang,Limongiello,9999-01-01,Sales
44022,Chiranjit,Dayang,9999-01-01,Production
44029,Karlis,Heping,9999-01-01,Research
44042,Susuma,Ladret,9999-01-01,Sales
44043,Dmitri,Lakshmanan,9999-01-01,Production
44060,Luigi,Brattka,9999-01-01,Production
44060,Luigi,Brattka,9999-01-01,Development
44070,Luerbio,Onuegbe,9999-01-01,Marketing
44070,Luerbio,Onuegbe,9999-01-01,Sales
44087,Claudi,Glinert,9999-01-01,Production
44088,Uwe,Ohori,9999-01-01,Customer Service
44097,Shim,Luga,9999-01-01,Quality Management
44099,Shridhar,Gruenwald,9999-01-01,Sales
44100,Guozhong,Bresenham,9999-01-01,Production
44100,Guozhong,Bresenham,9999-01-01,Quality Management
44110,Duri,Kalloufi,9999-01-01,Customer Service
44111,Sugwoo,Streit,9999-01-01,Sales
44125,Douadi,Conia,9999-01-01,Sales
44130,Zongyan,Winter,9999-01-01,Development
44135,JoAnna,Neimat,9999-01-01,Research
44148,Fun,Marchesini,9999-01-01,Research
44164,Becky,McClure,9999-01-01,Development
44165,Greger,Heuser,9999-01-01,Development
44165,Greger,Heuser,9999-01-01,Research
44178,Jackson,Schmezko,9999-01-01,Sales
44184,Maya,Birnbaum,9999-01-01,Development
44184,Maya,Birnbaum,9999-01-01,Research
44189,Shaibal,Mitzlaff,9999-01-01,Development
44193,Fatemeh,Billingsley,9999-01-01,Development
44195,Hatem,Boyle,9999-01-01,Production
44197,Geraldo,Krichel,9999-01-01,Human Resources
44224,Shietung,Selenyi,9999-01-01,Development
44224,Shietung,Selenyi,9999-01-01,Research
44229,Bojan,Luft,9999-01-01,Development
44240,Deniz,Famili,9999-01-01,Development
44251,Martine,Haldar,9999-01-01,Quality Management
44256,Doohun,Krzyzanowski,9999-01-01,Quality Management
44262,Sanjit,Petereit,9999-01-01,Finance
44285,Keiichiro,Chimia,9999-01-01,Production
44288,Ingemar,Baja,9999-01-01,Customer Service
44292,Alexius,Georg,9999-01-01,Development
44292,Alexius,Georg,9999-01-01,Research
44293,Sachem,Vakili,9999-01-01,Customer Service
44301,Fatemeh,Nivat,9999-01-01,Production
44326,Dmitri,Verspoor,9999-01-01,Sales
44354,Basant,Garnier,9999-01-01,Development
44366,Alois,Chinal,9999-01-01,Sales
44366,Alois,Chinal,9999-01-01,Customer Service
44375,Emran,Isard,9999-01-01,Production
44392,Bedir,Shigei,9999-01-01,Production
44392,Bedir,Shigei,9999-01-01,Quality Management
44393,Turgut,Douceur,9999-01-01,Production
44394,Eran,Thombley,9999-01-01,Production
44395,Mario,Eastman,9999-01-01,Production
44397,Moon,Mitsuhashi,9999-01-01,Development
44425,Yinghua,Businaro,9999-01-01,Finance
44435,Odinaldo,Spelt,9999-01-01,Human Resources
44442,Atilio,Gente,9999-01-01,Marketing
44445,Sreenivas,Heinisuo,9999-01-01,Development
44454,Toshimo,Besancenot,9999-01-01,Sales
44454,Toshimo,Besancenot,9999-01-01,Customer Service
44459,Aluzio,Panienski,9999-01-01,Sales
44465,Brigham,Teitelbaum,9999-01-01,Sales
44467,Zhanqiu,Ramsak,9999-01-01,Production
44472,Mingdong,Snyers,9999-01-01,Development
44484,Pasqua,Gelosh,9999-01-01,Marketing
44484,Pasqua,Gelosh,9999-01-01,Sales
44485,Jaideep,Thebaut,9999-01-01,Customer Service
44490,Nalini,Lorcy,9999-01-01,Production
44507,Toong,Ananiadou,9999-01-01,Production
44520,Baruch,Engberts,9999-01-01,Development
44525,Christophe,Fetvedt,9999-01-01,Customer Service
44539,Kwangjo,Buchter,9999-01-01,Sales
44558,Zhiguo,Wielonsky,9999-01-01,Production
44566,Yuqun,Bolotov,9999-01-01,Production
44571,Tooru,Pashtan,9999-01-01,Production
44575,Toney,Pocchiola,9999-01-01,Quality Management
44589,Iara,Lanzelotte,9999-01-01,Development
44591,Karlis,Laventhal,9999-01-01,Development
44607,Sachem,Valtorta,9999-01-01,Sales
44608,Sudhanshu,Herber,9999-01-01,Production
44609,Zhongwei,Feinberg,9999-01-01,Production
44610,Aamod,Cronan,9999-01-01,Production
44616,Abdelkader,Pettis,9999-01-01,Customer Service
44639,Odysseas,Anick,9999-01-01,Production
44644,Shigenori,Mitchem,9999-01-01,Production
44664,Zhaofang,Luke,9999-01-01,Finance
44664,Zhaofang,Luke,9999-01-01,Human Resources
44682,Souichi,Boissier,9999-01-01,Sales
44691,Munir,Montresor,9999-01-01,Sales
44695,Sadok,Baek,9999-01-01,Research
44716,Georgy,Haddadi,9999-01-01,Development
44721,Dinah,Zielinski,9999-01-01,Development
44734,Shay,Vandervoorde,9999-01-01,Development
44737,Vishu,Juneja,9999-01-01,Development
44740,Georg,Uhrik,9999-01-01,Development
44750,Bernice,Coors,9999-01-01,Marketing
44750,Bernice,Coors,9999-01-01,Sales
44764,Ayonca,Ghemri,9999-01-01,Human Resources
44784,Mohammed,Koblick,9999-01-01,Production
44785,Phule,Kriebel,9999-01-01,Sales
44806,Vishu,Schwabacher,9999-01-01,Development
44809,Nagui,Gill,9999-01-01,Production
44819,Chiranjit,Terekhov,9999-01-01,Human Resources
44821,Martien,Covnot,9999-01-01,Development
44839,Xudong,Greibach,9999-01-01,Production
44856,Amabile,Seuren,9999-01-01,Sales
44869,JoAnne,Serov,9999-01-01,Marketing
44873,Eberhardt,Raczkowsky,9999-01-01,Sales
44874,Janche,Cools,9999-01-01,Research
44875,Goh,Reinhart,9999-01-01,Sales
44875,Goh,Reinhart,9999-01-01,Customer Service
44883,Kagan,Cichocki,9999-01-01,Production
44883,Kagan,Cichocki,9999-01-01,Development
44886,Poornachandra,Kuszyk,9999-01-01,Quality Management
44891,Cheong,Zaumen,9999-01-01,Development
44908,Kamakshi,Pehl,9999-01-01,Production
44913,Vishu,Cappelli,9999-01-01,Production
44924,Divier,Azevdeo,9999-01-01,Sales
44938,Valdiodio,Potthoff,9999-01-01,Sales
44943,Lalit,Hmelo,9999-01-01,Production
44952,Zeydy,Munoz,9999-01-01,Production
44955,Aram,Kawashima,9999-01-01,Development
44963,Amabile,Gimbel,9999-01-01,Development
44965,Tetsurou,Suppi,9999-01-01,Development
44966,Foong,Beetstra,9999-01-01,Production
44988,Oldrich,Kleiser,9999-01-01,Production
44992,Kendra,Perna,9999-01-01,Quality Management
44998,Vishv,Kaiser,9999-01-01,Production
45002,Leif,Klyachko,9999-01-01,Production
45006,Vishv,Liedekerke,9999-01-01,Development
45014,Souichi,Orsini,9999-01-01,Sales
45014,Souichi,Orsini,9999-01-01,Customer Service
45042,Marek,Heinisuo,9999-01-01,Production
45053,Ymte,Zongker,9999-01-01,Production
45053,Ymte,Zongker,9999-01-01,Customer Service
45055,Xiaobin,Radhakrishnan,9999-01-01,Development
45058,Shuzo,Mahmud,9999-01-01,Production
45062,Aemilian,Hammerschmidt,9999-01-01,Sales
45066,Seongbin,Gadepally,9999-01-01,Quality Management
45069,Lenore,Valette,9999-01-01,Development
45070,Ennio,Frolund,9999-01-01,Development
45092,Francesca,Chandrasekhar,9999-01-01,Sales
45121,Menkae,Christianini,9999-01-01,Development
45130,Bezalel,Puppe,9999-01-01,Human Resources
45138,Miomir,Karcich,9999-01-01,Sales
45142,Perla,Rehfuss,9999-01-01,Production
45145,Almudena,Zumaque,9999-01-01,Finance
45163,Peer,Flowers,9999-01-01,Production
45166,Licheng,Lorho,9999-01-01,Finance
45166,Licheng,Lorho,9999-01-01,Human Resources
45170,Irena,Rissanen,9999-01-01,Customer Service
45172,Saeko,Radhakrishnan,9999-01-01,Development
45177,Alassane,Iacovou,9999-01-01,Production
45177,Alassane,Iacovou,9999-01-01,Customer Service
45193,Reinhard,Lubachevsky,9999-01-01,Finance
45200,Teunis,Chvatal,9999-01-01,Development
45204,Alexius,Candan,9999-01-01,Development
45209,Yinghua,Cardazo,9999-01-01,Marketing
45216,Gou,Ballarin,9999-01-01,Development
45217,Marsal,Pena,9999-01-01,Research
45228,Utpal,Unni,9999-01-01,Production
45232,Chaosheng,Senzako,9999-01-01,Development
45244,Joydip,Lueh,9999-01-01,Customer Service
45245,Margo,Ishibashi,9999-01-01,Customer Service
45251,Billur,Brandsma,9999-01-01,Finance
45261,George,Larfeldt,9999-01-01,Finance
45269,Arve,Avouris,9999-01-01,Sales
45275,Arun,Swan,9999-01-01,Production
45290,Thanasis,Varman,9999-01-01,Development
45293,Duke,Lakshmanan,9999-01-01,Production
45298,Shay,Valtorta,9999-01-01,Customer Service
45306,Pranjal,Rajaraman,9999-01-01,Production
45311,Zengping,Talmor,9999-01-01,Sales
45313,DAIDA,Schusler,9999-01-01,Marketing
45313,DAIDA,Schusler,9999-01-01,Sales
45314,Zhigen,Motley,9999-01-01,Research
45318,Franziska,Dalton,9999-01-01,Development
45327,Khedija,Karner,9999-01-01,Human Resources
45331,Keung,Peot,9999-01-01,Development
45333,Leszek,Waeselynck,9999-01-01,Development
45342,Fatemeh,Sluis,9999-01-01,Production
45342,Fatemeh,Sluis,9999-01-01,Customer Service
45344,Shigeo,Servieres,9999-01-01,Development
45352,Yuichiro,Zallocco,9999-01-01,Development
45352,Yuichiro,Zallocco,9999-01-01,Research
45363,Kenroku,Hainaut,9999-01-01,Production
45363,Kenroku,Hainaut,9999-01-01,Development
45364,Pantung,Picht,9999-01-01,Production
45366,Ranan,Gargeya,9999-01-01,Research
45376,Mabo,Toyoshima,9999-01-01,Marketing
45377,Temple,Flasterstein,9999-01-01,Sales
45382,Yoshimitsu,Stassinopoulos,9999-01-01,Development
45390,Sedat,Alameldin,9999-01-01,Sales
45402,Kwok,Liesche,9999-01-01,Human Resources
45416,Avishai,Percebois,9999-01-01,Marketing
45432,Richard,Barreiro,9999-01-01,Sales
45436,Gila,Limongiello,9999-01-01,Sales
45460,Mang,Rande,9999-01-01,Development
45466,Guiseppe,Tomescu,9999-01-01,Marketing
45466,Guiseppe,Tomescu,9999-01-01,Sales
45467,Huican,Bahk,9999-01-01,Development
45468,Padma,Pell,9999-01-01,Production
45479,Ferdinand,Krupka,9999-01-01,Development
45488,Shigehiro,Shackel,9999-01-01,Sales
45507,Xiong,Lamparter,9999-01-01,Development
45514,Jessie,Alpin,9999-01-01,Sales
45534,Perla,Jullig,9999-01-01,Sales
45537,Ottavia,Wissmann,9999-01-01,Development
45544,Candido,Coombs,9999-01-01,Research
45545,Along,Bruckman,9999-01-01,Quality Management
45546,Gopalakrishnan,Lanphier,9999-01-01,Sales
45550,Shaowen,McFarlin,9999-01-01,Production
45552,Aloys,Albarhamtoshy,9999-01-01,Finance
45552,Aloys,Albarhamtoshy,9999-01-01,Sales
45557,Girolamo,Legleitner,9999-01-01,Development
45561,Navid,Lodder,9999-01-01,Production
45566,Lena,Marsiglia,9999-01-01,Marketing
45570,Shuho,Schwartzburd,9999-01-01,Production
45570,Shuho,Schwartzburd,9999-01-01,Customer Service
45593,Xiaocheng,Litzler,9999-01-01,Production
45599,Ronnie,Harnett,9999-01-01,Production
45601,Rafael,Spell,9999-01-01,Production
45612,King,Monkewich,9999-01-01,Production
45629,Guoxiang,Nanard,9999-01-01,Customer Service
45634,Barry,Ghemri,9999-01-01,Development
45645,Hausi,Desikan,9999-01-01,Finance
45657,Jianhao,Hedayat,9999-01-01,Development
45658,Maja,Ebeling,9999-01-01,Human Resources
45669,Janalee,Boudaillier,9999-01-01,Development
45685,Anwar,Huhdanpaa,9999-01-01,Customer Service
45695,Danco,Kowalchuk,9999-01-01,Development
45698,Sanjoy,Melichar,9999-01-01,Sales
45702,Peer,Showalter,9999-01-01,Research
45709,Oddvar,Schnelling,9999-01-01,Finance
45731,Naraig,Bouloucos,9999-01-01,Production
45731,Naraig,Bouloucos,9999-01-01,Customer Service
45732,Moheb,Gruenwald,9999-01-01,Finance
45743,Adas,Baaleh,9999-01-01,Finance
45788,Shiv,Mitsuhashi,9999-01-01,Development
45797,Chikara,Khalid,9999-01-01,Development
45798,Gad,Plotkin,9999-01-01,Customer Service
45803,Padma,Lanzelotte,9999-01-01,Sales
45808,Yongdong,Eiron,9999-01-01,Production
45809,Wilmer,Arlazarov,9999-01-01,Human Resources
45814,Zhenbing,Malabarba,9999-01-01,Human Resources
45821,Garnik,Dredge,9999-01-01,Development
45827,Ortrun,Schonegge,9999-01-01,Development
45828,Panayotis,Litzkow,9999-01-01,Development
45844,Patricia,Fetvedt,9999-01-01,Research
45854,Zsolt,Kriebel,9999-01-01,Marketing
45854,Zsolt,Kriebel,9999-01-01,Human Resources
45867,Hailing,Denna,9999-01-01,Development
45883,JoAnna,Maccarone,9999-01-01,Finance
45883,JoAnna,Maccarone,9999-01-01,Human Resources
45886,Ioana,Ginesta,9999-01-01,Research
45895,Sajjad,Vural,9999-01-01,Sales
45904,Arunas,DasSarma,9999-01-01,Production
45908,Masasuke,Heyers,9999-01-01,Production
45915,Paddy,Gluchowski,9999-01-01,Sales
45919,Aemilian,Denti,9999-01-01,Sales
45923,Masato,Xiaoshan,9999-01-01,Sales
45951,Duke,Garnick,9999-01-01,Production
45962,Remco,Kalorkoti,9999-01-01,Quality Management
45972,Rafael,Bednarek,9999-01-01,Development
45973,Mokhtar,Bernatsky,9999-01-01,Sales
45977,Ulf,Wiegley,9999-01-01,Human Resources
45979,Uno,Colorni,9999-01-01,Production
45979,Uno,Colorni,9999-01-01,Development
45998,Inderjeet,Rodiger,9999-01-01,Human Resources
46004,Toshimori,Schlegelmilch,9999-01-01,Development
46025,Yurii,Demir,9999-01-01,Development
46026,Leon,Schrooten,9999-01-01,Production
46026,Leon,Schrooten,9999-01-01,Customer Service
46028,Sakthirel,Emmerich,9999-01-01,Sales
46037,Mohit,Preusig,9999-01-01,Production
46042,Youssef,Vrecion,9999-01-01,Marketing
46054,Udi,Bultermann,9999-01-01,Production
46055,Charlene,Fabrizio,9999-01-01,Production
46055,Charlene,Fabrizio,9999-01-01,Quality Management
46059,Susumu,DuCasse,9999-01-01,Sales
46066,Ennio,Conde,9999-01-01,Production
46068,Laurentiu,Weisert,9999-01-01,Customer Service
46075,Lucien,Cunliffe,9999-01-01,Production
46079,Genevieve,Varman,9999-01-01,Production
46083,Charmane,Speek,9999-01-01,Production
46083,Charmane,Speek,9999-01-01,Customer Service
46089,Giordano,Emden,9999-01-01,Research
46090,Iara,Whittlesey,9999-01-01,Development
46104,Yoshinari,Kavvadias,9999-01-01,Research
46109,Kiyotoshi,Kragelund,9999-01-01,Marketing
46109,Kiyotoshi,Kragelund,9999-01-01,Sales
46124,Shunichi,Barinka,9999-01-01,Sales
46141,Sven,Nollmann,9999-01-01,Production
46159,Barun,Grabner,9999-01-01,Research
46164,Arumugam,Wynblatt,9999-01-01,Production
46176,Hatsukazu,Murrill,9999-01-01,Production
46189,Yongdong,Reistad,9999-01-01,Research
46191,Hilari,Pocchiola,9999-01-01,Development
46203,Ferdinand,Dymetman,9999-01-01,Development
46221,Weidon,Kobuchi,9999-01-01,Quality Management
46236,Thodoros,Edelhoff,9999-01-01,Development
46248,Leif,dAstous,9999-01-01,Production
46248,Leif,dAstous,9999-01-01,Quality Management
46250,Yefim,Decleir,9999-01-01,Sales
46258,Nechama,Przulj,9999-01-01,Human Resources
46260,Tze,Karlin,9999-01-01,Development
46261,Owen,Uehara,9999-01-01,Marketing
46266,Kiam,Carrera,9999-01-01,Development
46272,Mong,Shiratori,9999-01-01,Production
46281,Rosine,Berztiss,9999-01-01,Development
46299,Constantine,Hmelo,9999-01-01,Production
46305,Yakichi,Lamba,9999-01-01,Development
46316,Padma,Karnin,9999-01-01,Marketing
46317,Susanta,Rebaine,9999-01-01,Finance
46318,Susumu,Vieth,9999-01-01,Development
46323,Masako,Tzvieli,9999-01-01,Finance
46326,Harjit,Paludetto,9999-01-01,Human Resources
46335,Shuji,Ananiadou,9999-01-01,Quality Management
46339,Stepehn,Linares,9999-01-01,Marketing
46345,Ortrun,Kolvik,9999-01-01,Development
46347,Nadjib,Standera,9999-01-01,Development
46352,Unal,Zambonelli,9999-01-01,Marketing
46356,Sham,Przulj,9999-01-01,Sales
46392,Emdad,Zykh,9999-01-01,Research
46407,Hideyuki,Braunmuhl,9999-01-01,Research
46414,Ferdinand,Schahn,9999-01-01,Production
46425,Martina,Leivant,9999-01-01,Development
46439,Ibibia,Junet,9999-01-01,Sales
46440,Pranav,Rosay,9999-01-01,Production
46452,Filipp,Christianini,9999-01-01,Quality Management
46457,Alenka,Keohane,9999-01-01,Development
46466,Eberhardt,Cusworth,9999-01-01,Production
46470,Adhemar,Rassart,9999-01-01,Production
46484,Neelam,Rabehasaina,9999-01-01,Sales
46500,Mong,Keirsey,9999-01-01,Production
46532,Siamak,Ruther,9999-01-01,Research
46548,Uno,Schlenzig,9999-01-01,Development
46562,Tiina,Panangaden,9999-01-01,Development
46563,Marlo,Veldwijk,9999-01-01,Production
46567,Khatoun,Kirkerud,9999-01-01,Sales
46574,Yuping,Sinitsyn,9999-01-01,Sales
46576,Kasidit,Lorys,9999-01-01,Customer Service
46585,Kazuhisa,Bressoud,9999-01-01,Production
46587,Macha,Baaleh,9999-01-01,Sales
46619,Taizo,Docker,9999-01-01,Sales
46622,Filipp,Krzyzanowski,9999-01-01,Development
46630,Shao,Coorg,9999-01-01,Production
46635,Saeed,Frezza,9999-01-01,Development
46642,Masadi,Kusakabe,9999-01-01,Customer Service
46646,Subir,Cesareni,9999-01-01,Development
46664,Toshimori,Benveniste,9999-01-01,Finance
46666,Mabhin,Avouris,9999-01-01,Human Resources
46670,Marie,Unno,9999-01-01,Marketing
46672,Heekeun,Rehfuss,9999-01-01,Marketing
46680,Phuoc,Fairtlough,9999-01-01,Marketing
46680,Phuoc,Fairtlough,9999-01-01,Sales
46683,Ger,Wynblatt,9999-01-01,Sales
46685,Valter,Takanami,9999-01-01,Development
46714,Goa,Cronin,9999-01-01,Development
46717,Roded,Yeung,9999-01-01,Production
46721,Mang,Narlikar,9999-01-01,Production
46727,LiMin,Dratva,9999-01-01,Marketing
46727,LiMin,Dratva,9999-01-01,Human Resources
46730,Lakshmi,Flexer,9999-01-01,Development
46739,Goncalo,Douceur,9999-01-01,Production
46740,Denis,Kisuki,9999-01-01,Human Resources
46749,Gaetan,Lamparter,9999-01-01,Development
46755,Jenwei,Frezza,9999-01-01,Sales
46757,Supot,Delgrange,9999-01-01,Development
46768,Shimshon,Narahari,9999-01-01,Human Resources
46773,Vojin,Parveen,9999-01-01,Development
46838,Yakichi,Marzano,9999-01-01,Finance
46838,Yakichi,Marzano,9999-01-01,Sales
46853,Aiichiro,Walston,9999-01-01,Sales
46858,Lubomir,Gente,9999-01-01,Sales
46864,Ferdinand,Sooriamurthi,9999-01-01,Sales
46866,Sangeeta,Garnham,9999-01-01,Research
46882,Ebbe,Swist,9999-01-01,Customer Service
46901,Krisda,Orlowska,9999-01-01,Quality Management
46927,Khaled,Matheson,9999-01-01,Human Resources
46953,Lucien,Luga,9999-01-01,Research
46959,Dulce,Haldar,9999-01-01,Development
46960,Adas,Ranze,9999-01-01,Production
46964,Tiina,McClure,9999-01-01,Development
46974,Shigehiro,Melski,9999-01-01,Development
46984,Pascal,Kandlur,9999-01-01,Development
46993,Brigham,Swab,9999-01-01,Quality Management
47005,Eric,Selvestrel,9999-01-01,Sales
47008,Radhika,Narlikar,9999-01-01,Development
47010,Goh,Nannarelli,9999-01-01,Finance
47010,Goh,Nannarelli,9999-01-01,Sales
47013,Kerhong,Straney,9999-01-01,Development
47021,Mang,Paludetto,9999-01-01,Production
47021,Mang,Paludetto,9999-01-01,Research
47022,Mostafa,Terlouw,9999-01-01,Sales
47034,Mario,Krupka,9999-01-01,Human Resources
47038,Nathan,Krohn,9999-01-01,Production
47047,Shugo,Nourani,9999-01-01,Development
47050,Aimee,Nyrup,9999-01-01,Research
47056,Parto,Marciano,9999-01-01,Sales
47059,DAIDA,Hoppenstand,9999-01-01,Production
47061,Kinh,Servi,9999-01-01,Sales
47084,Toshimori,Fortenbacher,9999-01-01,Human Resources
47088,Oddvar,Melski,9999-01-01,Human Resources
47094,Leni,Shimshoni,9999-01-01,Development
47103,Mamdouh,Lueh,9999-01-01,Research
47107,Thanasis,Pews,9999-01-01,Finance
47116,Oscar,Rosar,9999-01-01,Sales
47117,Munehiko,Zhiwei,9999-01-01,Production
47137,Valter,Marchegay,9999-01-01,Sales
47145,Tommaso,Plavsic,9999-01-01,Quality Management
47146,Masato,Ramaiah,9999-01-01,Production
47148,Makato,Baezner,9999-01-01,Production
47148,Makato,Baezner,9999-01-01,Development
47166,Chiranjit,Bade,9999-01-01,Development
47166,Chiranjit,Bade,9999-01-01,Research
47168,Nahum,Pell,9999-01-01,Production
47173,Lakshmi,Velasco,9999-01-01,Human Resources
47178,Rimon,Srimani,9999-01-01,Quality Management
47185,Premsyl,Homond,9999-01-01,Production
47203,Samphel,Fasbender,9999-01-01,Human Resources
47205,Valeri,Whittlesey,9999-01-01,Production
47205,Valeri,Whittlesey,9999-01-01,Quality Management
47215,Zhenbing,Swen,9999-01-01,Production
47215,Zhenbing,Swen,9999-01-01,Development
47224,Kankanahalli,Honiden,9999-01-01,Production
47227,Jiafu,Gulla,9999-01-01,Production
47236,Masako,Polupanov,9999-01-01,Marketing
47239,Zissis,Schaad,9999-01-01,Production
47246,Teruyuki,Broder,9999-01-01,Production
47249,Jayson,Swen,9999-01-01,Marketing
47265,Chikako,Birke,9999-01-01,Sales
47282,Mihalis,Herath,9999-01-01,Development
47286,Yinlin,Kamble,9999-01-01,Sales
47288,Nishit,Ratnaker,9999-01-01,Sales
47293,Unal,Beidas,9999-01-01,Production
47293,Unal,Beidas,9999-01-01,Development
47299,Dmitri,Wixon,9999-01-01,Production
47311,Saeko,Baik,9999-01-01,Customer Service
47340,Jaber,Pokrovskii,9999-01-01,Development
47342,Shichao,Stiles,9999-01-01,Finance
47358,Tommaso,Lieberherr,9999-01-01,Production
47374,Yonghong,Kaiserswerth,9999-01-01,Finance
47376,Mats,Rouquie,9999-01-01,Production
47376,Mats,Rouquie,9999-01-01,Customer Service
47379,Rance,Tchuente,9999-01-01,Human Resources
47383,Amabile,Melichar,9999-01-01,Marketing
47401,Arco,Thisen,9999-01-01,Quality Management
47409,Kazuhira,Buchter,9999-01-01,Production
47414,Youjian,Ratnakar,9999-01-01,Development
47438,Dayanand,Mandell,9999-01-01,Marketing
47445,Masami,Kropp,9999-01-01,Production
47446,Werner,Matzke,9999-01-01,Development
47462,Beshir,Sooriamurthi,9999-01-01,Finance
47462,Beshir,Sooriamurthi,9999-01-01,Human Resources
47466,Mayuri,Biron,9999-01-01,Development
47470,Toong,Deville,9999-01-01,Human Resources
47488,Sumant,Delgrange,9999-01-01,Production
47516,Ronnie,Assaf,9999-01-01,Marketing
47553,Falguni,Zallocco,9999-01-01,Development
47567,Marc,Pouyioutas,9999-01-01,Research
47568,Jaewoo,Lagarias,9999-01-01,Quality Management
47581,Jagoda,Copas,9999-01-01,Marketing
47586,Goncalo,Rothe,9999-01-01,Production
47586,Goncalo,Rothe,9999-01-01,Quality Management
47593,Christfried,Awdeh,9999-01-01,Sales
47606,Howell,Versino,9999-01-01,Quality Management
47611,Eldridge,Fandrianto,9999-01-01,Production
47616,Shichao,Kulisch,9999-01-01,Human Resources
47627,Alejandra,Harbusch,9999-01-01,Marketing
47637,Sariel,Schlegelmilch,9999-01-01,Finance
47640,Persi,Barreiro,9999-01-01,Development
47690,Khue,Mayerwieser,9999-01-01,Customer Service
47726,Huei,Bahr,9999-01-01,Marketing
47735,Atilio,Krichel,9999-01-01,Marketing
47737,Kensei,Speek,9999-01-01,Development
47739,Moon,Piveteau,9999-01-01,Production
47740,Tamiya,Linares,9999-01-01,Sales
47763,Yagil,Basart,9999-01-01,Sales
47764,Nadjib,Demri,9999-01-01,Sales
47765,Mayumi,Sevcikova,9999-01-01,Finance
47766,Gunilla,Simmel,9999-01-01,Human Resources
